Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,Continent
Japan,13736,-1,394,-1,1899,11443,300,109,3,160546,1269,Asia
Belarus,13181,973,84,5,2072,11025,92,1395,9,168986,17883,Europe
Poland,12640,422,624,28,3025,8991,160,334,16,324527,8575,Europe
Qatar,12564,643,10,-1,1243,11311,72,4361,3,91415,31730,Asia
Romania,11978,362,688,25,3569,7721,247,623,36,166993,8681,Europe
UAE,11380,-1,89,-1,2181,9110,1,1151,9,1122000,113443,Asia
S. Korea,10761,9,246,2,8922,1593,55,210,5,614197,11980,Asia
Ukraine,9866,456,250,11,1103,8513,129,226,6,104544,2390,Europe
Indonesia,9771,260,784,11,1391,7596,-1,36,3,86985,318,Asia
Denmark,9008,157,443,9,6366,2199,66,1555,76,180062,31087,Europe
Serbia,8724,227,173,5,1292,7259,78,998,20,78942,9035,Europe
Philippines,8212,254,558,28,1023,6631,31,75,5,98941,903,Asia
Norway,7680,20,207,1,32,7441,40,1417,38,169124,31197,Europe
Czechia,7563,59,227,-1,3096,4240,71,706,21,234985,21943,Europe
Bangladesh,7103,641,163,8,150,6790,1,43,1.0,59701,363,Asia
Australia,6746,8,89,1,5667,990,38,265,3,544410,21350,Australia/Oceania
Dominican Republic,6652,236,293,7,1228,5131,144,613,27,25368,2339,North America
Panama,6200,179,176,9,484,5540,89,1437,41,28795,6674,North America
Colombia,5949,-1,269,-1,1268,4412,118,117,5,90899,1786,South America
Malaysia,5945,94,100,-1,4087,1758,40,184,3,154203,4764,Asia
Egypt,5268,226,380,21,1335,3553,-1,51,4,90000,879,Africa
South Africa,4996,-1,93,-1,2073,2830,36,84,2,185497,3128,Africa
Finland,4906,166,206,7,2800,1900,51,885,37,89800,16207,Europe
Morocco,4321,69,168,3,928,3225,1,117,5,32930,892,Africa
Argentina,4127,-1,207,-1,1192,2728,144,91,5,56058,1240,South America
Algeria,3848,199,444,7,1702,1702,22,88,10,6500,148,Africa
Moldova,3771,133,107,4,1114,2550,212,935,27,11763,2916,Europe
Luxembourg,3769,28,89,-1,3134,546,21,6021,142,41758,66708,Europe
Kuwait,3740,300,24,1,1389,2327,66,876,6,179000,41915,Asia
Kazakhstan,3138,111,25,-1,819,2294,41,167,1,232415,12378,Asia
Thailand,2947,9,54,-1,2665,228,61,42,0.8,178083,2551,Asia
Bahrain,2869,58,8,-1,1370,1491,2,1686,5,124591,73221,Asia
Hungary,2727,78,300,9,536,1891,50,282,31,70300,7277,Europe
Greece,2576,10,139,1,577,1860,41,247,13,72130,6920,Europe
Oman,2274,143,10,-1,364,1900,3,445,2,-1,-1,Asia
Croatia,2062,15,67,4,1288,707,19,502,16,34476,8398,Europe
Uzbekistan,1969,30,8,-1,1096,865,8,59,0.2,242536,7247,Asia
Afghanistan,1939,111,60,2,252,1627,7,50,2,9000,231,Asia
Armenia,1932,65,30,-1,900,1002,10,652,10,20189,6813,Asia
Iraq,1928,-1,90,-1,1319,519,-1,48,2,73782,1834,Asia
Cameroon,1806,101,59,1,915,832,12,68,2,-1,-1,Africa
Iceland,1797,2,10,-1,1656,131,-1,5266,29,47573,139411,Europe
Azerbaijan,1766,49,23,1,1267,476,18,174,2,137379,13549,Asia
Bosnia and Herzegovina,1677,92,65,2,710,902,4,511,20,29130,8879,Europe
Ghana,1671,-1,16,-1,188,1467,4,54,0.5,100622,3238,Africa
Estonia,1666,6,50,-1,236,1380,10,1256,38,51188,38588,Europe
Nigeria,1532,-1,44,-1,255,1233,2,7,0.2,12828,62,Africa
New Zealand,1474,2,19,-1,1229,226,1,306,4,128703,26690,Australia/Oceania
Cuba,1467,30,58,-1,617,792,14,130,5,45344,4003,North America
Bulgaria,1447,48,64,6,243,1140,38,208,9,45208,6506,Europe
North Macedonia,1442,21,73,2,627,742,13,692,35,16050,7704,Europe
Slovenia,1418,10,89,3,230,1099,25,682,43,51607,24824,Europe
Slovakia,1391,7,22,2,484,885,8,255,4,81338,14898,Europe
Lithuania,1375,31,45,1,563,767,17,505,17,118201,43420,Europe
Guinea,1240,-1,7,-1,269,964,-1,94,0.5,-1,-1,Africa
Ivory Coast,1183,-1,14,-1,525,644,-1,45,0.5,-1,-1,Africa
Djibouti,1077,5,2,-1,599,476,-1,1090,2,12985,13143,Africa
Bolivia,1053,39,55,2,110,888,3,90,5,5791,496,South America
Hong Kong,1038,-1,4,-1,830,204,4,138,0.5,145640,19426,Asia
Tunisia,975,-1,40,-1,279,656,18,82,3,21477,1817,Africa
Senegal,882,59,9,-1,315,558,1,53,0.5,466,28,Africa
Latvia,849,13,15,2,348,486,4,450,8,54811,29059,Europe
Cyprus,843,6,15,-1,148,680,15,698,12,53219,44079,Asia
Albania,766,16,30,-1,455,281,4,266,10,8028,2790,Europe
Andorra,743,-1,41,-1,398,304,17,9616,531,1673,21653,Europe
Honduras,738,36,66,2,73,599,10,75,7,3643,368,North America
Kyrgyzstan,729,21,8,-1,437,284,10,112,1,50775,7783,Asia
Lebanon,721,4,24,-1,150,547,44,106,4,32446,4754,Asia
Diamond Princess,712,-1,13,-1,645,54,4,-1,-1,-1,-1,
Niger,709,-1,31,-1,403,275,-1,29,1,5116,211,Africa
Costa Rica,705,-1,6,-1,306,393,8,138,1,12729,2499,North America
Burkina Faso,638,-1,42,-1,476,120,-1,31,2,-1,-1,Africa
Sri Lanka,630,11,7,-1,136,487,2,29,0.3,17715,827,Asia
Uruguay,625,5,15,-1,394,216,11,180,4,18140,5222,South America
Somalia,582,54,28,-1,20,534,2,37,2,-1,-1,Africa
San Marino,563,10,41,-1,69,453,6,16592,1208,2235,65869,Europe
Guatemala,557,27,16,1,62,479,5,31,0.9,7200,402,North America
Channel Islands,537,7,38,2,386,113,-1,3089,219,5342,30725,Europe
Georgia,517,6,6,-1,178,333,6,130,2,12593,3157,Asia
DRC,491,20,30,-1,59,402,-1,5,0.3,-1,-1,Africa
Mali,482,58,25,1,129,328,-1,24,1,2172,107,Africa
Tanzania,480,181,16,6,167,297,7,8,0.3,-1,-1,Africa
Malta,463,5,4,-1,339,120,1,1049,9,31736,71875,Europe
Mayotte,460,-1,4,-1,235,221,4,1686,15,2700,9897,Africa
Jordan,451,2,8,-1,356,87,5,44,0.8,63737,6247,Asia
Taiwan,429,-1,6,-1,311,112,-1,18,0.3,62368,2619,Asia
Réunion,418,-1,-1,-1,300,118,2,467,-1,-1,-1,Africa
Kenya,384,10,14,-1,129,241,2,7,0.3,17992,335,Africa
Jamaica,381,17,7,-1,29,345,3,129,2,3621,1223,North America
El Salvador,377,32,9,1,106,262,3,58,1,22593,3483,North America
Sudan,375,57,28,3,32,315,-1,9,0.6,-1,-1,Africa
Palestine,344,1,2,-1,71,271,-1,67,0.4,27000,5293,Asia
Mauritius,334,-1,10,-1,306,18,3,263,8,14445,11358,Africa
Venezuela,329,-1,10,-1,142,177,3,12,0.4,440966,15507,South America
Montenegro,322,1,7,-1,203,112,7,513,11,6864,10929,Europe
Equatorial Guinea,315,-1,1,-1,9,305,-1,225,0.7,854,609,Africa
Isle of Man,313,4,21,-1,252,40,22,3681,247,2986,35116,Europe
Vietnam,270,-1,-1,-1,222,48,8,3,-1,212965,2188,Asia
Maldives,269,19,-1,-1,17,252,2,498,-1,5296,9798,Asia
Paraguay,239,9,9,-1,102,128,1,34,1,8444,1184,South America
Gabon,238,-1,3,-1,53,182,1,107,1,724,325,Africa
Rwanda,212,-1,-1,-1,95,117,-1,16,-1,8464,653,Africa
Congo,207,-1,8,-1,19,180,-1,38,1,-1,-1,Africa
Faeroe Islands,187,-1,-1,-1,181,6,-1,3827,-1,6851,140208,Europe
Martinique,175,-1,14,-1,83,78,5,466,37,-1,-1,North America
Myanmar,150,-1,6,1,27,117,-1,3,0.1,7718,142,Asia
Guadeloupe,149,-1,12,-1,82,55,11,372,30,-1,-1,North America
Liberia,141,-1,16,-1,45,80,-1,28,3,-1,-1,Africa
Gibraltar,141,-1,-1,-1,131,10,-1,4185,-1,2198,65240,Europe
Brunei,138,-1,1,-1,124,13,2,315,2,13428,30694,Asia
Ethiopia,130,4,3,-1,58,69,-1,1,0.03,16434,143,Africa
Madagascar,128,-1,-1,-1,90,38,1,5,-1,3107,112,Africa
French Guiana,125,-1,1,-1,93,31,-1,419,3,-1,-1,South America
Cambodia,122,-1,-1,-1,119,3,1,7,-1,11905,712,Asia
Trinidad and Tobago,116,-1,8,-1,68,40,-1,83,6,1642,1173,North America
Cabo Verde,114,-1,1,-1,2,111,-1,205,2,791,1423,Africa
Bermuda,110,-1,6,-1,44,60,10,1766,96,1682,27008,North America
Togo,109,10,7,1,64,38,-1,13,0.8,6675,806,Africa
Sierra Leone,104,-1,4,-1,12,88,-1,13,0.5,-1,-1,Africa
Aruba,100,-1,2,-1,73,25,4,937,19,1649,15445,North America
Zambia,97,2,3,-1,54,40,1,5,0.2,5284,287,Africa
Monaco,95,-1,4,-1,58,33,1,2421,102,-1,-1,Europe
Liechtenstein,82,-1,1,-1,55,26,-1,2151,26,900,23605,Europe
Bahamas,80,-1,11,-1,23,46,1,203,28,-1,-1,North America
Barbados,80,-1,6,-1,39,35,4,278,21,1930,6716,North America
Uganda,79,-1,-1,-1,52,27,-1,2,-1,27432,600,Africa
Haiti,76,-1,6,-1,8,62,-1,7,0.5,776,68,North America
Mozambique,76,-1,-1,-1,12,64,-1,2,-1,1688,54,Africa
Sint Maarten,75,-1,13,-1,33,29,7,1749,303,302,7044,North America
Guyana,74,-1,8,-1,15,51,5,94,10,464,590,South America
Cayman Islands,73,3,1,-1,10,62,3,1111,15,1335,20313,North America
Guinea-Bissau,73,-1,1,-1,18,54,-1,37,0.5,1500,762,Africa
Eswatini,71,-1,1,-1,10,60,-1,61,0.9,714,615,Africa
Benin,64,-1,1,-1,33,30,-1,5,0.08,-1,-1,Africa
Libya,61,-1,2,-1,18,41,-1,9,0.3,1623,236,Africa
French Polynesia,58,-1,-1,-1,49,9,1,206,-1,2345,8348,Australia/Oceania
Nepal,57,3,-1,-1,16,41,-1,2,-1,57189,1963,Asia
Chad,52,-1,2,-1,19,31,-1,3,0.1,-1,-1,Africa
CAR,50,-1,-1,-1,10,40,-1,10,-1,-1,-1,Africa
Macao,45,-1,-1,-1,34,11,1,69,-1,-1,-1,Asia
Syria,43,-1,3,-1,21,19,-1,2,0.2,-1,-1,Asia
Eritrea,39,-1,-1,-1,19,20,-1,11,-1,-1,-1,Africa
Saint Martin,38,-1,3,-1,24,11,3,983,78,-1,-1,North America
Mongolia,38,-1,-1,-1,10,28,-1,12,-1,7292,2224,Asia
Malawi,36,-1,3,-1,5,28,1,2,0.2,690,36,Africa
South Sudan,34,-1,-1,-1,-1,34,-1,3,-1,-1,-1,Africa
Zimbabwe,32,-1,4,-1,5,23,-1,2,0.3,6834,460,Africa
Angola,27,-1,2,-1,6,19,-1,0.8,0.06,-1,-1,Africa
Antigua and Barbuda,24,-1,3,-1,11,10,1,245,31,113,1154,North America
Timor-Leste,24,-1,-1,-1,6,18,-1,18,-1,322,244,Asia
Botswana,23,-1,1,-1,5,17,-1,10,0.4,6016,2558,Africa
Grenada,19,1,-1,-1,10,9,4,169,-1,175,1555,North America
Laos,19,-1,-1,-1,7,12,-1,3,-1,1917,263,Asia
Belize,18,-1,2,-1,9,7,1,45,5,995,2502,North America
Fiji,18,-1,-1,-1,12,6,-1,20,-1,1007,1123,Australia/Oceania
New Caledonia,18,-1,-1,-1,17,1,1,63,-1,4456,15608,Australia/Oceania
Saint Lucia,17,2,-1,-1,15,2,-1,93,-1,446,2429,North America
Curaçao,16,-1,1,-1,11,4,-1,98,6,304,1853,North America
Dominica,16,-1,-1,-1,13,3,-1,222,-1,383,5320,North America
Namibia,16,-1,-1,-1,8,8,-1,6,-1,704,277,Africa
Saint Kitts and Nevis,15,-1,-1,-1,4,11,-1,282,-1,293,5508,North America
St. Vincent Grenadines,15,-1,-1,-1,8,7,-1,135,-1,108,973,North America
Nicaragua,13,-1,3,-1,7,3,-1,2,0.5,-1,-1,North America
Falkland Islands,13,-1,-1,-1,11,2,-1,3736,-1,353,101437,South America
Turks and Caicos,12,-1,1,-1,5,6,-1,310,26,83,2144,North America
Burundi,11,-1,1,-1,4,6,-1,0.9,0.08,284,24,Africa
Montserrat,11,-1,1,-1,2,8,1,2204,200,36,7212,North America
Greenland,11,-1,-1,-1,11,0,-1,194,-1,1200,21138,North America
Seychelles,11,-1,-1,-1,6,5,-1,112,-1,-1,-1,Africa
Gambia,10,-1,1,-1,8,1,-1,4,0.4,401,166,Africa
Suriname,10,-1,1,-1,7,2,-1,17,2,404,689,South America
Vatican City,10,-1,-1,-1,2,8,-1,12484,-1,-1,-1,Europe
MS Zaandam,9,-1,2,-1,-1,7,-1,-1,-1,-1,-1,
Mauritania,8,1,1,-1,6,1,-1,2,0.2,1032,222,Africa
Papua New Guinea,8,-1,-1,-1,-1,8,-1,0.9,-1,604,68,Australia/Oceania
Sao Tome and Principe,8,-1,-1,-1,4,4,-1,37,-1,19,87,Africa
Bhutan,7,-1,-1,-1,5,2,-1,9,-1,9865,12785,Asia
British Virgin Islands,6,-1,1,-1,3,2,-1,198,33,-1,-1,North America
St. Barth,6,-1,-1,-1,6,0,-1,607,-1,-1,-1,North America
Western Sahara,6,-1,-1,-1,5,1,-1,10,-1,-1,-1,Africa
Caribbean Netherlands,5,-1,-1,-1,-1,5,-1,191,-1,110,4195,North America
Anguilla,3,-1,-1,-1,3,0,-1,200,-1,-1,-1,North America
Saint Pierre Miquelon,1,-1,-1,-1,-1,1,-1,173,-1,-1,-1,North America
Yemen,1,-1,-1,-1,1,0,-1,0.03,-1,120,4,Asia
China,82858,22,4633,-1,77578,647,50,58,3,-1,-1,Asia
