Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,Continent
Egypt,7201,-1,452,-1,1730,5019,-1,70,4,90000,879,Africa
Australia,6875,26,97,1,5975,803,27,270,4,684615,26848,Australia/Oceania
Malaysia,6383,-1,106,-1,4567,1710,24,197,3,213220,6588,Asia
Kuwait,5804,-1,40,-1,2032,3732,90,1359,9,196397,45988,Asia
Finland,5412,-1,246,-1,3500,1666,48,977,44,106300,19185,Europe
Morocco,5219,-1,181,-1,1838,3200,1,141,5,49570,1343,Africa
Argentina,5020,-1,264,-1,1472,3284,148,111,6,69718,1543,South America
Algeria,4838,-1,470,-1,2067,2301,22,110,11,6500,148,Africa
Moldova,4363,-1,136,-1,1544,2683,237,1082,34,20447,5069,Europe
Kazakhstan,4205,-1,29,-1,1279,2897,40,224,2,320411,17064,Asia
Luxembourg,3840,-1,96,-1,3412,332,22,6134,153,49299,78755,Europe
Bahrain,3720,-1,8,-1,1762,1950,1,2186,5,155501,91387,Asia
Afghanistan,3224,-1,95,-1,421,2708,7,83,2,13076,336,Asia
Hungary,3065,-1,363,-1,709,1993,55,317,38,85557,8857,Europe
Thailand,2988,-1,54,-1,2747,187,61,43,0.8,227860,3264,Asia
Nigeria,2950,-1,98,-1,481,2371,4,14,0.5,19512,95,Africa
Oman,2735,-1,13,-1,858,1864,17,536,3,40459,7923,Asia
Ghana,2719,-1,18,-1,294,2407,4,88,0.6,129461,4166,Africa
Greece,2642,-1,146,-1,1374,1122,35,253,14,83750,8035,Europe
Armenia,2619,-1,40,-1,1111,1468,10,884,13,25846,8722,Asia
Iraq,2431,-1,102,-1,1571,758,-1,60,3,113484,2821,Asia
Uzbekistan,2207,-1,10,-1,1501,696,8,66,0.3,325000,9710,Asia
Croatia,2112,-1,83,-1,1560,469,14,514,20,39973,9737,Europe
Cameroon,2104,-1,64,-1,953,1087,12,79,2,-1,-1,Africa
Azerbaijan,2060,-1,26,-1,1508,526,18,203,3,164481,16222,Asia
Bosnia and Herzegovina,1946,-1,79,-1,911,956,4,593,24,35296,10758,Europe
Guinea,1811,-1,10,-1,498,1303,-1,138,0.8,-1,-1,Africa
Bolivia,1802,121,86,4,187,1529,3,154,7,7651,655,South America
Iceland,1799,-1,10,-1,1733,56,-1,5272,29,51345,150465,Europe
Estonia,1711,-1,55,-1,261,1395,6,1290,41,57423,43288,Europe
Bulgaria,1704,-1,80,-1,342,1282,37,245,12,50303,7239,Europe
Cuba,1685,-1,69,-1,954,662,8,149,6,57711,5095,North America
North Macedonia,1526,-1,86,-1,1013,427,21,732,41,17359,8332,Europe
New Zealand,1486,-1,20,-1,1302,164,4,308,4,155928,32335,Australia/Oceania
Ivory Coast,1464,-1,18,-1,701,745,-1,56,0.7,11448,434,Africa
Slovenia,1445,-1,98,-1,244,1103,17,695,47,57504,27660,Europe
Lithuania,1423,-1,46,-1,678,699,17,523,17,149106,54772,Europe
Slovakia,1421,-1,25,-1,741,655,6,260,5,99864,18291,Europe
Senegal,1329,-1,11,-1,470,848,6,79,0.7,17787,1062,Africa
Honduras,1178,-1,83,-1,122,973,10,119,8,5243,529,North America
Djibouti,1120,-1,2,-1,745,373,-1,1134,2,14378,14553,Africa
Hong Kong,1041,-1,4,-1,920,117,1,139,0.5,154989,20674,Asia
Tunisia,1022,-1,43,-1,482,497,17,86,4,25165,2129,Africa
Latvia,896,-1,17,-1,348,531,4,475,9,66150,35071,Europe
Cyprus,878,-1,15,-1,296,567,15,727,12,66975,55472,Asia
Kyrgyzstan,843,-1,11,-1,600,232,13,129,2,56488,8658,Asia
Somalia,835,-1,38,-1,75,722,2,53,2,-1,-1,Africa
Albania,820,-1,31,-1,570,219,7,285,11,9276,3223,Europe
Sudan,778,-1,45,-1,70,663,-1,18,1,-1,-1,Africa
Sri Lanka,771,-1,9,-1,213,549,1,36,0.4,26842,1254,Asia
Niger,763,-1,38,-1,543,182,-1,32,2,5375,222,Africa
Costa Rica,755,-1,6,-1,413,336,5,148,1,14121,2772,North America
Andorra,751,-1,46,-1,514,191,16,9720,595,1673,21653,Europe
Lebanon,741,-1,25,-1,206,510,43,109,4,42488,6225,Asia
Mayotte,739,-1,9,-1,352,378,6,2709,33,3400,12463,Africa
Guatemala,730,-1,19,-1,79,632,5,41,1,7200,402,North America
Diamond Princess,712,-1,13,-1,645,54,4,-1,-1,-1,-1,
DRC,705,-1,34,-1,90,581,-1,8,0.4,-1,-1,Africa
Burkina Faso,688,-1,48,-1,548,92,-1,33,2,-1,-1,Africa
Uruguay,670,-1,17,-1,468,185,10,193,5,23811,6855,South America
Mali,612,-1,32,-1,228,352,-1,30,2,2172,107,Africa
Georgia,604,-1,9,-1,240,355,6,151,2,20579,5159,Asia
San Marino,589,-1,41,-1,92,456,5,17359,1208,2538,74799,Europe
El Salvador,587,-1,14,1,205,368,3,90,2,32030,4938,North America
Maldives,573,-1,2,-1,20,551,2,1060,4,9863,18246,Asia
Channel Islands,545,-1,40,-1,406,99,-1,3135,230,5342,30725,Europe
Kenya,535,-1,24,-1,182,329,2,10,0.4,24784,461,Africa
Malta,482,-1,5,-1,403,74,1,1092,11,36945,83672,Europe
Tanzania,480,-1,16,-1,167,297,7,8,0.3,-1,-1,Africa
Jamaica,473,2,9,-1,56,408,-1,160,3,5993,2024,North America
Jordan,471,-1,9,-1,375,87,5,46,0.9,91666,8984,Asia
Taiwan,438,-1,6,-1,334,98,-1,18,0.3,64958,2727,Asia
Paraguay,431,-1,10,-1,135,286,7,60,1,11913,1670,South America
Réunion,424,-1,-1,-1,300,124,2,474,-1,-1,-1,Africa
Guinea-Bissau,413,-1,1,-1,19,393,-1,210,0.5,1500,762,Africa
Gabon,397,-1,6,-1,93,298,1,178,3,724,325,Africa
Palestine,371,-1,2,-1,127,242,-1,73,0.4,32200,6312,Asia
Venezuela,361,-1,10,-1,158,193,1,13,0.4,482953,16984,South America
Mauritius,332,-1,10,-1,319,3,3,261,8,18959,14908,Africa
Isle of Man,326,-1,23,-1,271,32,19,3834,270,3459,40678,Europe
Montenegro,324,-1,8,-1,253,63,2,516,13,7816,12445,Europe
Equatorial Guinea,315,-1,3,-1,13,299,-1,225,2,854,609,Africa
Tajikistan,293,-1,5,-1,-1,288,-1,31,0.5,-1,-1,Asia
Vietnam,271,-1,-1,-1,232,39,8,3,-1,261004,2681,Asia
Rwanda,261,-1,-1,-1,129,132,-1,20,-1,35992,2779,Africa
Congo,236,-1,10,-1,26,200,-1,43,2,-1,-1,Africa
Sierra Leone,199,-1,11,-1,43,145,-1,25,1,-1,-1,Africa
Faeroe Islands,187,-1,-1,-1,185,2,-1,3827,-1,8157,166936,Europe
Cabo Verde,186,-1,2,-1,37,147,-1,335,4,791,1423,Africa
Martinique,181,-1,14,-1,83,84,5,482,37,-1,-1,North America
Sao Tome and Principe,174,-1,3,-1,4,167,-1,794,14,175,799,Africa
Liberia,170,-1,20,-1,58,92,-1,34,4,-1,-1,Africa
Chad,170,-1,17,-1,43,110,-1,10,1,-1,-1,Africa
Myanmar,161,-1,6,-1,49,106,-1,3,0.1,9037,166,Asia
Guadeloupe,152,-1,12,-1,98,42,5,380,30,-1,-1,North America
Madagascar,151,-1,-1,-1,101,50,1,5,-1,3861,139,Africa
Ethiopia,145,-1,4,-1,91,50,-1,1,0.03,25135,219,Africa
Gibraltar,144,-1,-1,-1,133,11,-1,4274,-1,2931,86997,Europe
Zambia,138,-1,3,-1,92,43,1,8,0.2,7277,396,Africa
Brunei,138,-1,1,-1,131,6,2,315,2,14610,33396,Asia
French Guiana,133,-1,1,-1,100,32,2,445,3,-1,-1,South America
Togo,128,-1,9,-1,74,45,-1,15,1,7896,954,Africa
Cambodia,122,-1,-1,-1,120,2,1,7,-1,12611,754,Asia
Eswatini,119,-1,1,-1,12,106,-1,103,0.9,714,615,Africa
Trinidad and Tobago,116,-1,8,-1,102,6,-1,83,6,2071,1480,North America
Bermuda,115,-1,7,-1,54,54,4,1847,112,3374,54176,North America
Haiti,101,-1,12,-1,10,79,-1,9,1,1037,91,North America
Aruba,101,-1,2,-1,82,17,4,946,19,1780,16672,North America
Uganda,98,-1,-1,-1,55,43,-1,2,-1,41478,907,Africa
Benin,96,-1,2,-1,50,44,-1,8,0.2,-1,-1,Africa
Monaco,95,-1,4,-1,81,10,1,2421,102,-1,-1,Europe
Guyana,92,-1,9,-1,27,56,3,117,11,579,736,South America
Bahamas,89,-1,11,-1,26,52,1,226,28,1485,3776,North America
CAR,85,-1,-1,-1,10,75,-1,18,-1,3498,724,Africa
Barbados,82,-1,7,-1,47,28,4,285,24,2549,8870,North America
Liechtenstein,82,-1,1,-1,55,26,-1,2151,26,900,23605,Europe
Nepal,82,-1,-1,-1,16,66,-1,3,-1,64492,2213,Asia
Mozambique,81,-1,-1,-1,19,62,-1,3,-1,2867,92,Africa
Sint Maarten,76,-1,14,-1,44,18,7,1773,327,329,7673,North America
Cayman Islands,75,-1,1,-1,14,60,3,1141,15,2528,38465,North America
Libya,63,-1,3,-1,23,37,-1,9,0.4,2338,340,Africa
French Polynesia,60,-1,-1,-1,54,6,1,214,-1,2697,9601,Australia/Oceania
South Sudan,52,-1,-1,-1,-1,52,-1,5,-1,1247,111,Africa
Macao,45,-1,-1,-1,39,6,1,69,-1,-1,-1,Asia
Syria,44,-1,3,-1,27,14,-1,3,0.2,-1,-1,Asia
Malawi,41,-1,3,-1,9,29,1,2,0.2,907,47,Africa
Mongolia,41,-1,-1,-1,13,28,-1,13,-1,8889,2711,Asia
Eritrea,39,-1,-1,-1,30,9,-1,11,-1,-1,-1,Africa
Saint Martin,38,-1,3,-1,29,6,1,983,78,-1,-1,North America
Angola,36,-1,2,-1,11,23,-1,1,0.06,3000,91,Africa
Zimbabwe,34,-1,4,-1,5,25,-1,2,0.3,7642,514,Africa
Antigua and Barbuda,25,-1,3,-1,16,6,1,255,31,153,1562,North America
Timor-Leste,24,-1,-1,-1,20,4,-1,18,-1,664,504,Asia
Botswana,23,-1,1,-1,8,14,-1,10,0.4,8636,3672,Africa
Yemen,22,-1,4,-1,1,17,-1,0.7,0.1,120,4,Asia
Grenada,21,-1,-1,-1,13,8,4,187,-1,1406,12495,North America
Laos,19,-1,-1,-1,9,10,-1,3,-1,2418,332,Asia
Belize,18,-1,2,-1,16,0,-1,45,5,1043,2623,North America
Fiji,18,-1,-1,-1,14,4,-1,20,-1,1007,1123,Australia/Oceania
New Caledonia,18,-1,-1,-1,17,1,1,63,-1,5052,17695,Australia/Oceania
Saint Lucia,18,-1,-1,-1,15,3,-1,98,-1,446,2429,North America
Gambia,17,-1,1,-1,9,7,-1,7,0.4,401,166,Africa
St. Vincent Grenadines,17,-1,-1,-1,9,8,-1,153,-1,137,1235,North America
Nicaragua,16,-1,5,-1,7,4,-1,2,0.8,-1,-1,North America
Curaçao,16,-1,1,-1,13,2,-1,98,6,374,2279,North America
Dominica,16,-1,-1,-1,14,2,-1,222,-1,416,5779,North America
Namibia,16,-1,-1,-1,8,8,-1,6,-1,1122,442,Africa
Burundi,15,-1,1,-1,7,7,-1,1,0.08,284,24,Africa
Saint Kitts and Nevis,15,-1,-1,-1,12,3,-1,282,-1,318,5978,North America
Falkland Islands,13,-1,-1,-1,13,0,-1,3736,-1,388,111494,South America
Turks and Caicos,12,-1,1,-1,6,5,-1,310,26,107,2764,North America
Montserrat,11,-1,1,-1,7,3,1,2204,200,36,7212,North America
Greenland,11,-1,-1,-1,11,0,-1,194,-1,1332,23463,North America
Vatican City,11,-1,-1,-1,2,9,-1,13733,-1,-1,-1,Europe
Seychelles,11,-1,-1,-1,8,3,-1,112,-1,-1,-1,Africa
Suriname,10,-1,1,-1,9,0,-1,17,2,404,689,South America
MS Zaandam,9,-1,2,-1,-1,7,-1,-1,-1,-1,-1,
Mauritania,8,-1,1,-1,6,1,-1,2,0.2,1032,222,Africa
Papua New Guinea,8,-1,-1,-1,8,0,-1,0.9,-1,2402,268,Australia/Oceania
Bhutan,7,-1,-1,-1,5,2,-1,9,-1,11015,14275,Asia
British Virgin Islands,6,-1,1,-1,3,2,-1,198,33,-1,-1,North America
Caribbean Netherlands,6,-1,-1,-1,-1,6,-1,229,-1,110,4195,North America
St. Barth,6,-1,-1,-1,6,0,-1,607,-1,-1,-1,North America
Western Sahara,6,-1,-1,-1,5,1,-1,10,-1,-1,-1,Africa
Anguilla,3,-1,-1,-1,3,0,-1,200,-1,-1,-1,North America
Comoros,3,-1,-1,-1,-1,3,-1,3,-1,-1,-1,Africa
Saint Pierre Miquelon,1,-1,-1,-1,-1,1,-1,173,-1,-1,-1,North America
China,82883,2,4633,-1,77911,339,26,58,3,-1,-1,Asia
