Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,Continent
Estonia,1660,13,50,-1,240,1370,9,1251,38,49527,37336,Europe
Bosnia and Herzegovina,1585,20,63,3,682,840,4,483,19,27603,8413,Europe
New Zealand,1472,3,19,-1,1214,239,1,305,4,126066,26143,Australia/Oceania
Cuba,1437,48,58,2,575,804,12,127,5,43508,3841,North America
North Macedonia,1421,22,71,6,589,761,13,682,34,15771,7570,Europe
Slovenia,1408,6,86,3,223,1099,24,677,41,50290,24190,Europe
Bulgaria,1399,36,58,-1,222,1119,39,201,8,27000,3886,Europe
Slovakia,1384,3,20,2,423,941,6,253,4,75866,13896,Europe
Lithuania,1344,-1,44,3,536,764,17,494,16,111809,41072,Europe
Nigeria,1337,-1,40,-1,255,1042,2,6,0.2,10918,53,Africa
Ivory Coast,1164,-1,14,-1,499,651,-1,44,0.5,-1,-1,Africa
Guinea,1163,-1,7,-1,246,910,-1,89,0.5,-1,-1,Africa
Hong Kong,1038,-1,4,-1,811,223,4,138,0.5,145640,19426,Asia
Djibouti,1035,-1,2,-1,477,556,-1,1048,2,12250,12399,Africa
Bolivia,1014,64,53,3,98,863,3,87,5,5791,496,South America
Tunisia,967,-1,39,-1,279,649,18,82,3,21081,1784,Africa
Cyprus,837,15,15,-1,148,674,15,693,12,53219,44079,Asia
Latvia,836,18,13,-1,267,556,4,443,7,51561,27336,Europe
Senegal,823,87,9,-1,296,518,1,49,0.5,466,28,Africa
Albania,750,14,30,2,431,289,4,261,10,7758,2696,Europe
Andorra,743,-1,40,-1,385,318,17,9616,518,1673,21653,Europe
Lebanon,717,7,24,-1,145,548,44,105,4,30879,4524,Asia
Diamond Princess,712,-1,13,-1,645,54,4,-1,-1,-1,-1,
Kyrgyzstan,708,13,8,-1,416,284,13,109,1,45627,6994,Asia
Honduras,702,41,64,3,79,559,10,71,6,3643,368,North America
Niger,701,-1,29,-1,385,287,-1,29,1,5013,207,Africa
Costa Rica,697,-1,6,-1,287,404,8,137,1,12670,2487,North America
Burkina Faso,635,-1,42,-1,469,124,-1,30,2,-1,-1,Africa
Uruguay,620,14,15,-1,386,219,11,178,4,17505,5039,South America
Sri Lanka,619,31,7,-1,134,478,2,29,0.3,17715,827,Asia
San Marino,538,-1,41,-1,64,433,4,15856,1208,2082,61360,Europe
Channel Islands,530,5,36,1,352,142,-1,3048,207,5342,30725,Europe
Guatemala,530,30,15,-1,49,466,5,30,0.8,7200,402,North America
Somalia,528,48,28,2,19,481,2,33,2,-1,-1,Africa
Georgia,511,14,6,-1,168,337,6,128,2,11504,2884,Asia
DRC,471,12,30,2,56,385,-1,5,0.3,-1,-1,Africa
Mayotte,460,59,4,-1,235,221,4,1686,15,2700,9897,Africa
Malta,458,8,4,-1,303,151,1,1037,9,30528,69139,Europe
Jordan,449,-1,8,1,348,93,5,44,0.8,63737,6247,Asia
Taiwan,429,-1,6,-1,307,116,-1,18,0.3,61684,2590,Asia
Mali,424,16,24,1,122,278,-1,21,1,2172,107,Africa
Réunion,418,-1,-1,-1,300,118,2,467,-1,-1,-1,Africa
Kenya,374,11,14,-1,124,236,2,7,0.3,17992,335,Africa
Jamaica,364,14,7,-1,29,328,3,123,2,3621,1223,North America
El Salvador,345,22,8,-1,97,240,4,53,1,21364,3294,North America
Palestine,342,-1,2,-1,83,257,-1,67,0.4,27000,5293,Asia
Mauritius,334,-1,10,-1,303,21,3,263,8,14445,11358,Africa
Venezuela,329,-1,10,-1,142,177,3,12,0.4,440966,15507,South America
Montenegro,321,-1,7,-1,199,115,7,511,11,6864,10929,Europe
Sudan,318,43,25,3,31,262,-1,7,0.6,-1,-1,Africa
Isle of Man,309,1,21,1,252,36,22,3634,247,2986,35116,Europe
Tanzania,299,-1,10,-1,48,241,7,5,0.2,-1,-1,Africa
Vietnam,270,-1,-1,-1,225,45,8,3,-1,212965,2188,Asia
Equatorial Guinea,258,-1,1,-1,9,248,-1,184,0.7,854,609,Africa
Maldives,245,19,-1,-1,17,228,2,453,-1,5296,9798,Asia
Paraguay,230,2,9,-1,95,126,1,32,1,8444,1184,South America
Gabon,211,-1,3,-1,43,165,1,95,1,724,325,Africa
Congo,207,-1,8,-1,19,180,-1,38,1,-1,-1,Africa
Rwanda,207,-1,-1,-1,93,114,-1,16,-1,6959,537,Africa
Faeroe Islands,187,-1,-1,-1,181,6,-1,3827,-1,6730,137732,Europe
Martinique,175,-1,14,-1,77,84,7,466,37,-1,-1,North America
Guadeloupe,149,-1,12,-1,82,55,11,372,30,-1,-1,North America
Myanmar,149,3,5,-1,16,128,-1,3,0.09,7215,133,Asia
Liberia,141,17,16,4,45,80,-1,28,3,-1,-1,Africa
Gibraltar,141,-1,-1,-1,131,10,-1,4185,-1,2198,65240,Europe
Brunei,138,-1,1,-1,124,13,2,315,2,13263,30317,Asia
Madagascar,128,-1,-1,-1,82,46,1,5,-1,2357,85,Africa
Ethiopia,126,2,3,-1,50,73,-1,1,0.03,15668,136,Africa
French Guiana,124,13,1,-1,91,32,-1,415,3,-1,-1,South America
Cambodia,122,-1,-1,-1,119,3,1,7,-1,11721,701,Asia
Trinidad and Tobago,116,-1,8,-1,59,49,-1,83,6,1572,1123,North America
Cabo Verde,114,5,1,-1,2,111,-1,205,2,791,1423,Africa
Bermuda,110,-1,6,-1,44,60,10,1766,96,1682,27008,North America
Sierra Leone,104,5,4,-1,12,88,-1,13,0.5,-1,-1,Africa
Aruba,100,-1,2,-1,73,25,4,937,19,1649,15445,North America
Togo,99,1,6,-1,62,31,-1,12,0.7,6141,742,Africa
Monaco,95,-1,4,-1,42,49,1,2421,102,-1,-1,Europe
Zambia,95,6,3,-1,42,50,1,5,0.2,5284,287,Africa
Liechtenstein,82,-1,1,-1,55,26,-1,2151,26,900,23605,Europe
Bahamas,80,-1,11,-1,22,47,1,203,28,-1,-1,North America
Barbados,80,-1,6,-1,39,35,4,278,21,1751,6093,North America
Uganda,79,-1,-1,-1,52,27,-1,2,-1,27432,600,Africa
Haiti,76,2,6,-1,8,62,-1,7,0.5,776,68,North America
Mozambique,76,-1,-1,-1,12,64,-1,2,-1,1688,54,Africa
Sint Maarten,75,1,13,-1,33,29,7,1749,303,302,7044,North America
Guyana,74,-1,8,-1,15,51,5,94,10,464,590,South America
Guinea-Bissau,73,-1,1,-1,18,54,-1,37,0.5,1500,762,Africa
Eswatini,71,6,1,-1,10,60,-1,61,0.9,714,615,Africa
Cayman Islands,70,-1,1,-1,10,59,3,1065,15,1148,17468,North America
Benin,64,-1,1,-1,33,30,-1,5,0.08,-1,-1,Africa
Libya,61,-1,2,-1,18,41,-1,9,0.3,1623,236,Africa
French Polynesia,58,-1,-1,-1,49,9,1,206,-1,2315,8241,Australia/Oceania
Nepal,54,2,-1,-1,16,38,-1,2,-1,54826,1882,Asia
Chad,52,6,2,2,19,31,-1,3,0.1,-1,-1,Africa
CAR,50,-1,-1,-1,10,40,-1,10,-1,-1,-1,Africa
Macao,45,-1,-1,-1,32,13,1,69,-1,-1,-1,Asia
Syria,43,-1,3,-1,19,21,-1,2,0.2,-1,-1,Asia
Eritrea,39,-1,-1,-1,13,26,-1,11,-1,-1,-1,Africa
Saint Martin,38,-1,3,-1,24,11,3,983,78,-1,-1,North America
Mongolia,38,-1,-1,-1,10,28,-1,12,-1,7292,2224,Asia
Malawi,36,-1,3,-1,4,29,1,2,0.2,690,36,Africa
Zimbabwe,32,1,4,-1,5,23,-1,2,0.3,6834,460,Africa
Angola,27,-1,2,-1,6,19,-1,0.8,0.06,-1,-1,Africa
Antigua and Barbuda,24,-1,3,-1,11,10,1,245,31,113,1154,North America
Timor-Leste,24,-1,-1,-1,6,18,-1,18,-1,322,244,Asia
Botswana,22,-1,1,-1,-1,21,-1,9,0.4,6016,2558,Africa
Laos,19,-1,-1,-1,7,12,-1,3,-1,1815,249,Asia
Belize,18,-1,2,-1,6,10,1,45,5,936,2354,North America
Fiji,18,-1,-1,-1,12,6,-1,20,-1,1007,1123,Australia/Oceania
Grenada,18,-1,-1,-1,7,11,4,160,-1,175,1555,North America
New Caledonia,18,-1,-1,-1,17,1,1,63,-1,4456,15608,Australia/Oceania
Curaçao,16,-1,1,-1,11,4,-1,98,6,304,1853,North America
Dominica,16,-1,-1,-1,13,3,-1,222,-1,383,5320,North America
Namibia,16,-1,-1,-1,8,8,-1,6,-1,704,277,Africa
Saint Kitts and Nevis,15,-1,-1,-1,4,11,-1,282,-1,293,5508,North America
Saint Lucia,15,-1,-1,-1,15,0,-1,82,-1,446,2429,North America
St. Vincent Grenadines,15,-1,-1,-1,8,7,-1,135,-1,108,973,North America
Nicaragua,13,-1,3,-1,7,3,-1,2,0.5,-1,-1,North America
Falkland Islands,13,-1,-1,-1,11,2,-1,3736,-1,353,101437,South America
Turks and Caicos,12,-1,1,-1,5,6,-1,310,26,83,2144,North America
Burundi,11,-1,1,-1,4,6,-1,0.9,0.08,284,24,Africa
Montserrat,11,-1,1,-1,2,8,1,2204,200,36,7212,North America
Greenland,11,-1,-1,-1,11,0,-1,194,-1,1200,21138,North America
Seychelles,11,-1,-1,-1,6,5,-1,112,-1,-1,-1,Africa
Gambia,10,-1,1,-1,8,1,-1,4,0.4,401,166,Africa
Suriname,10,-1,1,-1,7,2,-1,17,2,404,689,South America
Vatican City,10,1,-1,-1,2,8,-1,12484,-1,-1,-1,Europe
MS Zaandam,9,-1,2,-1,-1,7,-1,-1,-1,-1,-1,
Papua New Guinea,8,-1,-1,-1,-1,8,-1,0.9,-1,604,68,Australia/Oceania
Sao Tome and Principe,8,4,-1,-1,4,4,-1,37,-1,19,87,Africa
Mauritania,7,-1,1,-1,6,0,-1,2,0.2,1032,222,Africa
Bhutan,7,-1,-1,-1,5,2,-1,9,-1,9865,12785,Asia
British Virgin Islands,6,-1,1,-1,3,2,-1,198,33,-1,-1,North America
St. Barth,6,-1,-1,-1,6,0,-1,607,-1,-1,-1,North America
South Sudan,6,-1,-1,-1,-1,6,-1,0.5,-1,-1,-1,Africa
Western Sahara,6,-1,-1,-1,5,1,-1,10,-1,-1,-1,Africa
Caribbean Netherlands,5,-1,-1,-1,-1,5,-1,191,-1,110,4195,North America
Anguilla,3,-1,-1,-1,3,0,-1,200,-1,-1,-1,North America
Saint Pierre Miquelon,1,-1,-1,-1,-1,1,-1,173,-1,-1,-1,North America
Yemen,1,-1,-1,-1,1,0,-1,0.03,-1,120,4,Asia
China,82836,6,4633,-1,77555,648,50,58,3,-1,-1,Asia
