Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,Continent
Japan,15477,224,577,21,4918,9982,308,122,5,190030,1502,Asia
Poland,15047,307,755,22,4862,9430,160,398,20,425994,11256,Europe
Romania,14499,392,888,24,6144,7467,234,754,46,226613,11780,Europe
Ukraine,13691,507,340,13,2396,10955,178,313,8,151569,3466,Europe
Indonesia,12776,338,930,35,2381,9465,-1,47,3,134151,490,Asia
Bangladesh,12425,706,199,13,1910,10316,1,75,1,105513,641,Asia
S. Korea,10810,4,256,1,9419,1135,55,211,5,649388,12666,Asia
Philippines,10343,339,685,27,1618,8040,31,94,6,144583,1319,Asia
Denmark,10083,145,514,8,7711,1858,43,1741,89,284480,49114,Europe
Serbia,9848,57,206,3,2160,7482,46,1127,24,122995,14077,Europe
Colombia,9456,497,407,10,2300,6749,123,186,8,131110,2577,South America
Dominican Republic,9095,288,373,11,2064,6658,133,838,34,36959,3407,North America
South Africa,8232,424,161,8,3153,4918,36,139,3,292153,4926,Africa
Norway,8033,37,217,1,32,7784,27,1482,40,191946,35406,Europe
Czechia,8031,57,270,8,4371,3390,52,750,25,286821,26783,Europe
Egypt,7981,393,482,13,1887,5612,41,78,5,90000,879,Africa
Panama,7731,208,218,8,859,6654,88,1792,51,38014,8810,North America
Australia,6896,21,97,-1,6040,759,23,270,4,722549,28335,Australia/Oceania
Kuwait,6567,278,44,2,2381,4142,91,1538,10,196397,45988,Asia
Malaysia,6467,39,107,-1,4776,1584,19,200,3,231019,7138,Asia
Finland,5673,100,255,3,3500,1918,44,1024,46,112100,20232,Europe
Morocco,5548,140,183,-1,2179,3186,1,150,5,56492,1531,Africa
Argentina,5208,-1,273,-1,1601,3334,148,115,6,75198,1664,South America
Algeria,5182,185,483,7,2323,2376,22,118,11,6500,148,Africa
Moldova,4605,129,145,2,1747,2713,237,1142,36,20447,5069,Europe
Kazakhstan,4578,156,30,-1,1518,3030,31,244,2,353843,18845,Asia
Bahrain,4199,265,8,-1,2000,2191,4,2468,5,166378,97779,Asia
Luxembourg,3859,8,100,2,3505,254,21,6165,160,51883,82883,Europe
Afghanistan,3563,171,106,2,468,2989,7,92,3,14389,370,Asia
Nigeria,3526,381,107,4,601,2818,4,17,0.5,22492,109,Africa
Hungary,3150,39,383,10,801,1966,50,326,40,94036,9734,Europe
Ghana,3091,-1,18,-1,303,2770,4,99,0.6,135902,4374,Africa
Thailand,2992,3,55,-1,2772,165,61,43,0.8,227860,3264,Asia
Oman,2958,55,15,2,980,1963,17,579,3,50000,9791,Asia
Armenia,2884,102,42,2,1185,1657,10,973,14,28017,9455,Asia
Greece,2678,15,148,1,1374,1156,33,257,14,90043,8639,Europe
Iraq,2543,63,102,-1,1626,815,-1,63,3,120604,2998,Asia
Uzbekistan,2298,65,10,-1,1656,632,8,69,0.3,325000,9710,Asia
Cameroon,2267,2,108,-1,1002,1157,12,85,4,-1,-1,Africa
Azerbaijan,2204,77,28,-1,1551,625,18,217,3,175910,17350,Asia
Croatia,2125,6,86,1,1641,398,14,518,21,41938,10216,Europe
Bosnia and Herzegovina,2027,40,90,4,954,983,4,618,27,38187,11639,Europe
Guinea,1927,71,11,-1,629,1287,-1,147,0.8,-1,-1,Africa
Bolivia,1886,84,91,5,198,1597,3,162,8,7651,655,South America
Bulgaria,1829,51,84,-1,384,1361,43,263,12,52931,7618,Europe
Iceland,1801,2,10,-1,1755,36,-1,5278,29,51663,151397,Europe
Cuba,1729,26,73,4,1031,625,8,153,6,61613,5440,North America
Estonia,1720,7,56,1,273,1391,4,1297,42,60530,45630,Europe
North Macedonia,1572,33,89,1,1079,404,21,755,43,18168,8720,Europe
Ivory Coast,1516,-1,18,-1,721,777,-1,57,0.7,11448,434,Africa
Senegal,1492,59,13,1,562,917,6,89,0.8,18969,1133,Africa
New Zealand,1489,1,21,-1,1332,136,2,309,4,168023,34843,Australia/Oceania
Honduras,1461,191,99,6,132,1230,10,148,10,5653,571,North America
Slovenia,1449,1,99,-1,247,1103,13,697,48,59978,28850,Europe
Slovakia,1445,16,26,1,806,613,4,265,5,109767,20105,Europe
Lithuania,1433,5,49,1,739,645,17,526,18,164088,60276,Europe
Djibouti,1133,9,3,-1,799,331,-1,1147,3,14751,14930,Africa
Hong Kong,1045,4,4,-1,944,97,1,139,0.5,154989,20674,Asia
Tunisia,1025,-1,43,-1,591,391,18,87,4,25555,2162,Africa
Sudan,930,78,52,3,92,786,-1,21,1,-1,-1,Africa
Somalia,928,55,44,5,106,778,2,58,3,-1,-1,Africa
Latvia,909,9,18,1,464,427,3,482,10,71069,37678,Europe
Kyrgyzstan,895,24,12,-1,637,246,13,137,2,59490,9118,Asia
Cyprus,889,6,15,-1,400,474,15,736,12,70811,58649,Asia
DRC,863,66,36,1,103,724,-1,10,0.4,-1,-1,Africa
Mayotte,854,115,10,1,352,492,7,3130,37,4000,14662,Africa
Albania,842,10,31,-1,605,206,7,293,11,9806,3407,Europe
Sri Lanka,823,26,9,-1,232,582,1,38,0.4,30525,1426,Asia
Guatemala,798,35,21,2,86,691,5,45,1,7200,402,North America
Lebanon,784,34,25,-1,220,539,43,115,4,46677,6839,Asia
Niger,781,11,42,4,586,153,-1,32,2,5432,224,Africa
Costa Rica,765,4,6,-1,445,314,6,150,1,15140,2972,North America
Andorra,752,1,47,1,526,179,14,9733,608,1673,21653,Europe
Burkina Faso,736,7,48,-1,562,126,-1,35,2,-1,-1,Africa
Diamond Princess,712,-1,13,-1,645,54,4,-1,-1,-1,-1,
El Salvador,695,62,15,-1,245,435,4,107,2,35411,5459,North America
Uruguay,684,11,17,-1,492,175,9,197,5,25698,7398,South America
Mali,650,19,32,-1,271,347,-1,32,2,2172,107,Africa
Maldives,648,31,3,1,20,625,2,1199,6,9863,18246,Asia
San Marino,622,14,41,-1,106,475,4,18331,1208,2777,81843,Europe
Georgia,615,5,9,-1,275,331,6,154,2,24036,6025,Asia
Kenya,607,25,29,3,197,381,1,11,0.5,25861,481,Africa
Guinea-Bissau,564,89,2,-1,25,537,-1,287,1,1500,762,Africa
Channel Islands,545,-1,40,-1,430,75,-1,3135,230,5342,30725,Europe
Gabon,504,107,8,2,110,386,1,226,4,724,325,Africa
Jordan,494,21,9,-1,381,104,5,48,0.9,101734,9971,Asia
Malta,486,2,5,-1,413,68,-1,1101,11,39366,89156,Europe
Tanzania,480,-1,16,-1,167,297,7,8,0.3,-1,-1,Africa
Jamaica,478,5,9,-1,57,412,-1,161,3,6095,2058,North America
Paraguay,462,22,10,-1,148,304,9,65,1,11913,1670,South America
Tajikistan,461,82,12,4,-1,449,-1,48,1,-1,-1,Asia
Taiwan,440,1,6,-1,347,87,-1,18,0.3,66046,2773,Asia
Equatorial Guinea,439,-1,4,-1,13,422,-1,313,3,854,609,Africa
Réunion,427,2,-1,-1,354,73,3,477,-1,17200,19211,Africa
Venezuela,381,2,10,-1,185,186,1,13,0.4,502771,17681,South America
Palestine,375,1,2,-1,176,197,-1,74,0.4,34511,6765,Asia
Mauritius,332,-1,10,-1,320,2,3,261,8,60466,47545,Africa
Isle of Man,329,2,23,-1,271,35,19,3869,270,3625,42631,Europe
Montenegro,324,-1,8,-1,265,51,2,516,13,7816,12445,Europe
Vietnam,288,17,-1,-1,233,55,8,3,-1,261004,2681,Asia
Rwanda,271,3,-1,-1,133,138,-1,21,-1,38834,2998,Africa
Congo,264,-1,10,-1,30,224,-1,48,2,-1,-1,Africa
Chad,253,83,27,10,50,176,-1,15,2,-1,-1,Africa
Sierra Leone,231,6,16,2,54,161,-1,29,2,-1,-1,Africa
Cabo Verde,218,27,2,-1,38,178,-1,392,4,791,1423,Africa
Madagascar,193,35,-1,-1,101,92,1,7,-1,3968,143,Africa
Ethiopia,191,29,4,-1,93,94,1,2,0.03,28445,247,Africa
Liberia,189,11,20,-1,79,90,-1,37,4,-1,-1,Africa
Sao Tome and Principe,187,13,4,1,4,179,-1,853,18,175,799,Africa
Faeroe Islands,187,-1,-1,-1,185,2,-1,3827,-1,8317,170211,Europe
Martinique,183,1,14,-1,83,86,3,488,37,-1,-1,North America
Myanmar,176,15,6,-1,62,108,-1,3,0.1,10227,188,Asia
Zambia,153,7,4,-1,103,46,1,8,0.2,10270,559,Africa
Eswatini,153,30,2,-1,12,139,-1,132,2,714,615,Africa
Guadeloupe,152,-1,13,-1,104,35,4,380,32,-1,-1,North America
Gibraltar,144,-1,-1,-1,141,3,-1,4274,-1,3366,99908,Europe
Brunei,141,2,1,-1,131,9,2,322,2,14938,34146,Asia
Benin,140,44,2,-1,53,85,-1,12,0.2,-1,-1,Africa
French Guiana,138,-1,1,-1,112,25,-1,462,3,-1,-1,South America
Togo,135,7,9,-1,85,41,-1,16,1,9267,1119,Africa
Haiti,129,28,12,-1,16,101,-1,11,1,1142,100,North America
Cambodia,122,-1,-1,-1,120,2,1,7,-1,12929,773,Asia
Bermuda,118,-1,7,-1,59,52,4,1895,112,3569,57308,North America
Trinidad and Tobago,116,-1,8,-1,103,5,-1,83,6,2173,1553,North America
Aruba,101,-1,3,1,89,9,4,946,28,1817,17019,North America
Nepal,101,2,-1,-1,22,79,-1,3,-1,67066,2302,Asia
Uganda,101,1,-1,-1,55,46,-1,2,-1,47620,1041,Africa
Monaco,95,-1,4,-1,82,9,1,2421,102,-1,-1,Europe
CAR,94,-1,-1,-1,10,84,-1,19,-1,3498,724,Africa
Guyana,93,-1,10,-1,27,56,3,118,13,714,908,South America
Bahamas,92,-1,11,-1,26,55,1,234,28,1500,3814,North America
Barbados,82,-1,7,-1,53,22,4,285,24,2699,9392,North America
Liechtenstein,82,-1,1,-1,55,26,-1,2151,26,900,23605,Europe
Mozambique,81,-1,-1,-1,24,57,-1,3,-1,3188,102,Africa
Cayman Islands,80,2,1,-1,35,44,3,1217,15,3126,47564,North America
Sint Maarten,76,-1,14,-1,44,18,7,1773,327,329,7673,North America
South Sudan,74,16,-1,-1,-1,74,-1,7,-1,1247,111,Africa
Libya,64,-1,3,-1,24,37,-1,9,0.4,2338,340,Africa
French Polynesia,60,-1,-1,-1,55,5,1,214,-1,2756,9811,Australia/Oceania
Syria,45,-1,3,-1,27,15,-1,3,0.2,-1,-1,Asia
Macao,45,-1,-1,-1,40,5,1,69,-1,-1,-1,Asia
Malawi,43,-1,3,-1,14,26,1,2,0.2,1112,58,Africa
Mongolia,41,-1,-1,-1,13,28,-1,13,-1,9093,2774,Asia
Eritrea,39,-1,-1,-1,30,9,-1,11,-1,-1,-1,Africa
Saint Martin,38,-1,3,-1,30,5,1,983,78,-1,-1,North America
Angola,36,-1,2,-1,11,23,-1,1,0.06,3000,91,Africa
Zimbabwe,34,-1,4,-1,5,25,-1,2,0.3,16052,1080,Africa
Yemen,25,-1,5,-1,1,19,-1,0.8,0.2,120,4,Asia
Antigua and Barbuda,25,-1,3,-1,16,6,1,255,31,153,1562,North America
Timor-Leste,24,-1,-1,-1,20,4,-1,18,-1,664,504,Asia
Botswana,23,-1,1,-1,9,13,-1,10,0.4,9066,3855,Africa
Grenada,21,-1,-1,-1,13,8,4,187,-1,1406,12495,North America
Laos,19,-1,-1,-1,9,10,-1,3,-1,2604,358,Asia
Belize,18,-1,2,-1,16,0,-1,45,5,1043,2623,North America
Fiji,18,-1,-1,-1,14,4,-1,20,-1,1300,1450,Australia/Oceania
New Caledonia,18,-1,-1,-1,18,0,-1,63,-1,5213,18259,Australia/Oceania
Saint Lucia,18,-1,-1,-1,17,1,-1,98,-1,575,3131,North America
Gambia,17,-1,1,-1,9,7,-1,7,0.4,562,233,Africa
St. Vincent Grenadines,17,-1,-1,-1,9,8,-1,153,-1,137,1235,North America
Nicaragua,16,-1,5,-1,7,4,-1,2,0.8,-1,-1,North America
Curaçao,16,-1,1,-1,14,1,-1,98,6,389,2371,North America
Dominica,16,-1,-1,-1,14,2,-1,222,-1,416,5779,North America
Namibia,16,-1,-1,-1,9,7,-1,6,-1,1283,505,Africa
Burundi,15,-1,1,-1,7,7,-1,1,0.08,284,24,Africa
Saint Kitts and Nevis,15,-1,-1,-1,12,3,-1,282,-1,327,6147,North America
Falkland Islands,13,-1,-1,-1,13,0,-1,3736,-1,395,113506,South America
Turks and Caicos,12,-1,1,-1,6,5,-1,310,26,107,2764,North America
Vatican City,12,-1,-1,-1,2,10,-1,14981,-1,-1,-1,Europe
Montserrat,11,-1,1,-1,7,3,1,2204,200,36,7212,North America
Greenland,11,-1,-1,-1,11,0,-1,194,-1,1394,24555,North America
Seychelles,11,-1,-1,-1,8,3,-1,112,-1,-1,-1,Africa
Suriname,10,-1,1,-1,9,0,-1,17,2,404,689,South America
MS Zaandam,9,-1,2,-1,-1,7,-1,-1,-1,-1,-1,
Comoros,8,-1,1,-1,-1,7,-1,9,1,-1,-1,Africa
Mauritania,8,-1,1,-1,6,1,-1,2,0.2,1842,396,Africa
Papua New Guinea,8,-1,-1,-1,8,0,-1,0.9,-1,2402,268,Australia/Oceania
British Virgin Islands,7,-1,1,-1,3,3,-1,232,33,132,4366,North America
Bhutan,7,-1,-1,-1,5,2,-1,9,-1,11492,14894,Asia
Caribbean Netherlands,6,-1,-1,-1,-1,6,-1,229,-1,110,4195,North America
St. Barth,6,-1,-1,-1,6,0,-1,607,-1,-1,-1,North America
Western Sahara,6,-1,-1,-1,5,1,-1,10,-1,-1,-1,Africa
Anguilla,3,-1,-1,-1,3,0,-1,200,-1,-1,-1,North America
Saint Pierre Miquelon,1,-1,-1,-1,-1,1,-1,173,-1,-1,-1,North America
China,82885,2,4633,-1,77957,295,23,58,3,-1,-1,Asia
